CountyName,RecType,"Region-2 County-3 District-4",Type,School,FacilityName,Administrator,Address,City,Zip,Telephone,GradeServed,StRep,StSen,FedCong,Cat
Lake,Non Pub Sch,34049025X,10,0,Most Blessed Trinity Academy,Mrs. Sandra Anderson,510 Grand Ave,Waukegan,60085 4251,847623-4110,P-8,60,30,10,3
Lake,Non Pub Sch,34049026X,10,0,School of St Mary,Dr. Venette Biancalana,185 E Illinois Rd,Lake Forest,60045 1915,847234-0371,P-8,58,29,10,3
Lake,Non Pub Sch,34049027X,10,0,St Mary of the Annunciation,Mrs. Tammy A Kleckner,22277 W Erhart Rd,Mundelein,60060 9551,847223-4021,P-5,51,26,14,3
Lake,Non Pub Sch,34049028X,10,0,St Mary,Dr. Stephanie Stoneberg,50 N Buffalo Grove Rd,Buffalo Grove,60089 1702,847459-6270,P-8,57,29,10,3
Lake,Non Pub Sch,34049029X,6,0,St Matthew Lutheran School,Mr. Doug Duval,24480 N Old McHenry Rd,Lake Zurich,60047 8400,847438-6103,"P,K",51,26,6,3
Lake,Non Pub Sch,34049030X,10,0,St Patrick,Mrs. Mary Vitulli,15020 W Wadsworth Rd,Wadsworth,60083 9502,847623-8446,P-8,61,31,14,3
Lake,Non Pub Sch,34049033X,11,0,Gurnee Christian School,Mr. Dwayne Clark,2190 Fuller Rd,Gurnee,60031 1910,847623-7773,K-8,61,31,14,3
Lake,Non Pub Sch,34049034X,10,0,Transfiguration,Mrs. Tammy A Kleckner,316 W Mill St,Wauconda,60084 1832,847526-6311,P-5,62,31,14,3
Lake,Non Pub Sch,34049036X,6,0,Immanuel Evangelical Lutheran,David Zank,1310 N Frolic Ave,Waukegan,60085 1357,847249-0011,P-8,60,30,10,3
Lake,Non Pub Sch,34049038X,6,0,Our Saviors Ev Lutheran School,Pastor Jack Kelly,1800 23rd St,Zion,60099 2347,847872-5922,P-8,61,31,10,3
Lake,Non Pub Sch,34049039X,6,0,Faith Evangelical Lutheran,Stephen Schultz,1275 Main St,Antioch,60002 2124,847395-1660,P-8,61,31,14,3
Lake,Non Pub Sch,34049040X,1,0,Lake Forest Country Day School,Bob Whelan,145 S Green Bay Rd,Lake Forest,60045 3053,847234-2350,P-8,58,29,10,3
Lake,Non Pub Sch,34049041X,10,0,East Lake Academy,Rosario Echavez,13911 W Laurel Dr,Lake Forest,60045 4530,847247-0035,P-8,59,30,10,3
Lake,Non Pub Sch,34049042Z,26,0,Westlake Christian Academy,Jeffrey D Wilcox,275 S Lake St,Grayslake,60030 2318,847548-6209,P-12,62,31,10,3
Lake,Non Pub Sch,34049043X,6,0,St Johns Lutheran School,Jon Woldt,501 W Park Ave,Libertyville,60048 2670,847367-1441,P-8,51,26,10,3
Lake,Non Pub Sch,34049044Z,1,0,Ombudsman Programs,Lisa Schiesher,1585 N Milwaukee Ave,Libertyville,60048 1359,847367-6383,6-12,51,26,10,3
Lake,Non Pub Sch,34049045Z,20,0,Lake County Baptist School,Pastor Timothy E Kowach,1550 W Yorkhouse Rd,Waukegan,60087 2282,847623-7600,P-12,60,30,10,3
Lake,Non Pub Sch,34049046X,26,0,Shelia Daniels Christian Academy,Mrs. Patti Carlsen,3601 N Lewis Ave,Waukegan,60087 1516,847263-8147,P-8,60,30,10,3
Lake,Non Pub Sch,34049048X,16,0,Forest Bluff School,Paula L Preschlack,8 W Scranton Ave,Lake Bluff,60044 2046,847295-8338,U,58,29,10,3
Lake,Non Pub Sch,34049049Z,2,0,Zion Christian School,Valerie Burnette,1828 Hebron Ave,Zion,60099 1660,847872-4088,"P-9,11-12",61,31,10,3
Lake,Non Pub Sch,34049051S,19,0,Allendale School,Jennifer Stiemsma,PO Box 1088,Lake Villa,60046 1088,847356-3334,"1-3,5-12,U",64,32,14,3
Lake,Non Pub Sch,34049054S,19,0,Comm Alternative Renewal,Laura Franz,215 N Milwaukee Ave,Lake Villa,60046 8529,847245-6584,K-12,64,32,14,3
Lake,Non Pub Sch,34049055Y,10,0,Cristo Rey St Martin,Mr. Michael Odiotti,501 S Martin Luther King Jr Ave,Waukegan,60085 6502,847623-5500,9-12,60,30,10,3
Lake,Non Pub Sch,34049056X,1,0,First Steps Nursery School,Mrs. Jennifer Pelphrey,2163 N IL Route 83,Round Lake Beach,60073 4906,847223-1299,P-5,62,31,10,3
Lake,Non Pub Sch,34049059X,1,0,Kinder Care,Heather Hajduk,599 Falling Waters Way,Lindenhurst,60046 1703,847245-4637,K,61,31,10,3
Lake,Non Pub Sch,34049060Y,1,0,G K Chesterton Academy of Chicago,Mr. Roy M Postel,770 Deerfield Rd,Highland Park,60035 3516,888294-9991,9,58,29,10,3
Lake,Non Pub Sch,34049061X,1,0,Da Vinci Waldorf School,Christine Grafft,150 W Bonner Rd,Wauconda,60084 3612,847526-1372,P-8,62,31,14,3
Lake,Non Pub Sch,34049062X,5,0,Torah Academy,Mr. Steven Zehnwirth,720 Armstrong Dr,Buffalo Grove,60089 1884,773771-2613,P-7,57,29,10,3
Lake,Non Pub Sch,34049067Y,10,0,Woodlands Acad of the Sacred Hrt,Meg Steele,760 E Westleigh Rd,Lake Forest,60045 3263,847234-4300,9-12,58,29,10,3
Lake,Non Pub Sch,34049068Y,1,0,Lake Forest Academy,Chris Tennyson,1500 W Kennedy Rd,Lake Forest,60045 1047,847615-3210,9-12,58,29,10,3
Lake,Non Pub Sch,34049069Y,10,0,Carmel Catholic High School,Mr. Mark Ostap,1 Carmel Pkwy,Mundelein,60060 2499,847566-3000,9-12,59,30,10,3
Lake,Non Pub Sch,34049070X,26,0,Calvary Christian Center,Darla Tucker,134 Monaville Rd,Lake Villa,60046 5517,847356-6198,"P-6,U",64,32,10,3
Lake,Non Pub Sch,34049072X,1,0,Poko Loko Early Learning Center,Paulette Kretschmar,1601 Northwind Blvd,Libertyville,60048 9613,847680-4433,"P,K",51,26,10,3
Lake,Non Pub Sch,34049073X,16,0,Country Meadows Montessori Sch,Mary Oyoung,6151 Washington St,Gurnee,60031 5307,847244-9352,P-8,61,31,14,3
Lake,Non Pub Sch,34049079Z,27,0,Quentin Road Christian School,Pastor Jon Tanney,60 Quentin Rd,Lake Zurich,60047 1668,847438-4494,K-12,51,26,6,3
Lake,Non Pub Sch,34049083X,16,0,Highland Park Montessori,Carol Lee,1301 Clavey Rd,Highland Park,60035 4539,847433-3383,"P,K",58,29,10,3
Lake,Non Pub Sch,34049084X,1,0,Long Grove Country School,Karen Zaucha,20400 N Old Hicks Rd,Lake Zurich,60047 8995,847438-4834,"P,K",51,26,6,3
Lake,Non Pub Sch,34049085X,16,0,Mundelein Montessori School,Ms. Carol Hofbauer,1401 S Lake St,Mundelein,60060 4208,847566-4345,P-1,59,30,10,3
Lake,Non Pub Sch,34049086X,16,0,Childrens House Daycare Inc,Edward Berez,1220 S Lake St,Mundelein,60060 3706,847949-6340,"P,K",59,30,10,3
Lake,Non Pub Sch,34049087X,16,0,Steppingstone Montessori School,Paula Folinazzo,101 S Beck Rd,Lindenhurst,60046 9655,847356-4282,"P,K",61,31,10,3
Lake,Non Pub Sch,34049091X,16,0,Montessori World of Discovery,Carol Hofbauer,1395 N Arlington Heights Rd,Buffalo Grove,60089 1258,847415-2021,"P,K",59,30,10,3
Lake,Non Pub Sch,34049092X,16,0,Dfld Montessori Childrens House,Mr. Tony Kambich,1500 Wilmot Rd,Deerfield,60015 2029,847945-7581,"P,K",58,29,10,3
Lake,Non Pub Sch,34049097X,16,0,Montessori Childrens House,Anna Perry,115 Clover Hill Ln,N Barrington,60010 2187,847550-0917,"P,K",51,26,6,3
Lake,Non Pub Sch,34049098X,16,0,Montessori Connection,Norma Morley,1731 Deerfield Rd,Highland Park,60035 3704,847831-9393,"P,K",58,29,10,3
Lake,Non Pub Sch,34049101X,1,0,Lindenhurst Early Childhood Ctr,Frank Davis,309 Granada Blvd,Lindenhurst,60046 7738,847356-2288,"P,K",64,32,10,3
Lake,Non Pub Sch,34049104X,16,0,Old School Montessori,Mrs. Cristina Youtsey,144 Commerce Dr,Grayslake,60030 7832,847223-9606,P-6,62,31,10,3
Lake,Non Pub Sch,34049106X,16,0,Creative Care Childrens Ctr Inc,Marla S Thoma,1410 S Barrington Rd,Barrington,60010 7400,847382-2812,"P-6,U",52,26,6,3
Lake,Non Pub Sch,34049107X,16,0,Alta Vista Montessori School,Sophia Ginder,1850 W Winchester Rd Ste 201,Libertyville,60048 5355,847918-1621,"P,K",51,26,10,3
Lake,Non Pub Sch,34049108S,19,0,CARE Day School,Ann Deuel,PO Box 1128,Lake Villa,60046 1128,847245-6584,6-12,64,32,14,3
Lake,Non Pub Sch,34049109X,16,0,Childrens House,Angela Tossman,223 W Golf Rd,Libertyville,60048 3233,847816-3590,"P,K",51,26,10,3
Lake,Non Pub Sch,34049110X,16,0,Lincolnshire Montessori School,Mrs. Mina Dadrass,1970 Riverwoods Rd,Lincolnshire,60069 4005,847562-1662,"P,K",59,30,10,3
Lake,Non Pub Sch,34049112X,1,0,Alices Discovery Center,Ronald Finch,PO Box 383,North Chicago,60064 0383,847688-0577,"P,K",60,30,10,3
Lake,Non Pub Sch,34049113Y,1,0,Daisys Resource Optional School,Casandra Brooks,1919 Sherman Ave,North Chicago,60064 2317,847473-4898,10-12,60,30,10,3
Lake,Non Pub Sch,34049114X,1,0,Lions Math & Science Christian,Dr. Gloria Jean Swopes,1011 Porter St,Waukegan,60085 3861,847360-1054,"P-1,U",60,30,10,3
Lake,Non Pub Sch,34049117X,16,0,Montessori and Music Center,Celeste M De Guzman,1200 S Lake St,Mundelein,60060 3706,847566-7778,"P,K",59,30,10,3
Lake,Non Pub Sch,34049119X,16,0,The Grove Montessori School,Mrs. Mina Dadrass,1660 Checker Rd,Long Grove,60047 5289,847562-1662,"P,K",51,26,10,3
Lake,Non Pub Sch,34049121X,16,0,Bright Beginnings Montessori,Patricia Clauss,620 Mullady Pkwy,Libertyville,60048 3729,847367-9505,"P,K",51,26,10,3
Lake,Non Pub Sch,34049122X,1,0,Yachad Kids Academy,Iryna Kovalenko,701 W Aptakisic Rd,Buffalo Grove,60089 1059,847634-5600,"P,K",59,30,10,3
Lake,Non Pub Sch,34049123X,10,0,Frassati Catholic Academy,Mrs. Tammy A Kleckner,316 W Mill St,Wauconda,60084 1832,847487-5600,6-8,62,31,14,3
Lake,Non Pub Sch,34049124X,16,0,Vernon Hills Montessori Academy,Margarita Shvets,21 W Hawthorn Pkwy Ste 216,Vernon Hills,60061 1445,847918-0342,"P,K",59,30,10,3
La Salle,Non Pub Sch,35050001X,10,0,Trinity Catholic Academy,Mr. Jerry Carls,650 4th St,La Salle,61301 2116,815223-8523,P-8,76,38,16,3
La Salle,Non Pub Sch,35050002Z,26,0,Rhema Christian Academy,Rev. Tom Krieger,1634 N IL Route 23,Streator,61364 9406,815672-5751,"P,1-12",76,38,16,3
La Salle,Non Pub Sch,35050012X,10,0,Peru Catholic School System,Mrs. Amy Perona,2003 5th St,Peru,61354 2502,815224-1914,P-8,76,38,16,3
La Salle,Non Pub Sch,35050024X,10,0,St Michael the Archangel Sch,Mrs. Emily A Blumenshine,410 S Park St,Streator,61364 2960,815672-3847,P-8,76,38,16,3
La Salle,Non Pub Sch,35050025X,10,0,Holy Family,Jyll Jasiek,336 Alice Ave,Oglesby,61348 1219,815883-8916,P-8,76,38,16,3
La Salle,Non Pub Sch,35050028X,10,0,Holy Cross Elementary School,Anita Kobilsek,1008 Jefferson St,Mendota,61342 1550,815539-7003,P-8,76,38,16,3
La Salle,Non Pub Sch,35050051S,19,0,Lighted Way Association Inc,Jane Duncan Wamhoff,941 6th St,La Salle,61301 2205,815224-1345,9-12,76,38,16,3
La Salle,Non Pub Sch,35050054Z,20,0,LaSalle-Peru Christian School,Wesley A Waddle,PO Box 1043,La Salle,61301 3043,815223-1037,P-12,76,38,16,3
La Salle,Non Pub Sch,35050057X,11,0,Seventh Day Adventist School,Laura Damon,3904 E 2603rd Rd,Sheridan,60551 9690,815496-2947,"1-6,8",75,38,16,3
La Salle,Non Pub Sch,35050058X,16,0,Childrens Montessori School,Deb Selner,2218 Marquette Rd,Peru,61354 1538,815223-5382,P-3,76,38,16,3
La Salle,Non Pub Sch,35050059Z,26,0,Midwest Center Christian Acad,Karen King,PO Box 1128,La Salle,61301 3128,815224-4077,"K,3-4,7-8,12",76,38,16,3
La Salle,Non Pub Sch,35050060Z,10,0,Marquette Academy,Brooke Rick,1110 LA Salle St,Ottawa,61350 2021,815433-0125,P-12,76,38,16,3
Macon,Non Pub Sch,39055001X,10,0,Holy Family School,Debra Alexander,2400 S Franklin Street Rd,Decatur,62521 5305,217423-7049,P-8,101,51,13,3
Macon,Non Pub Sch,39055002X,10,0,Our Lady of Lourdes,Mr. Chris Uptmor,3950 Lourdes Dr,Decatur,62526 1755,217877-4408,P-8,96,48,13,3
Macon,Non Pub Sch,39055004X,10,0,St Patrick Elem,Mrs. Jan Sweet,412 N Jackson St,Decatur,62523 1122,217423-4351,P-8,96,48,13,3
Macon,Non Pub Sch,39055006Y,10,0,St Teresa High School,Mr. Larry Daly,2710 N Water St,Decatur,62526 4232,217875-2431,9-12,96,48,13,3
Macon,Non Pub Sch,39055007X,26,0,Antioch Christian Academy,Shirley R Shaw,3475 N Maple Ave,Decatur,62526 1458,217875-0529,P-6,101,51,13,3
Macon,Non Pub Sch,39055008Z,6,0,Lutheran School Association,Mr. Joel James Witt,2001 E Mound Rd,Decatur,62526 9305,217233-2001,K-12,96,48,13,3
Macon,Non Pub Sch,39055009Y,25,0,Teen Challenge-Home for Girls,Joshua Winn,151 W Prairie Ave,Decatur,62523 1218,217423-9117,9-12,96,48,13,3
Macon,Non Pub Sch,39055016Z,26,0,Decatur Christian School,Mr. Randy Grigg,137 S Grant St,Forsyth,62535 8938,217877-5636,P-12,101,51,13,3
Macon,Non Pub Sch,39055020Z,26,0,Northwest Christian Campus,Alan Fella,1306 N Stanley Ave,Decatur,62526 3399,217429-0563,P-8,96,48,13,3
Macon,Non Pub Sch,39055023Z,27,0,Hillside Bethel Tabernacle,Vickie Horath,3575 E Greenhill Rd,Decatur,62521 4103,217429-5590,P-12,96,48,13,3
Macon,Non Pub Sch,39055024X,14,0,Maranatha Christian Academy,Debby Inman,555 W Imboden Dr,Decatur,62521 9069,217423-2452,P-7,101,51,13,3
Macon,Non Pub Sch,39055025X,16,0,Prairie Flower Montessori School,Marianne Dunlap,3130 Turpin Rd,Decatur,62521 5957,217423-5200,P-3,101,51,13,3
Piatt,Non Pub Sch,39074003X,16,0,Metamorphosis School,Cody Sanantonio,1202 1/2 N State St,Monticello,61856 1102,217762-9645,"P,K",101,51,13,3
Piatt,Non Pub Sch,39074004X,14,0,Faith Christian School,Mrs. Theresa Peterson,980 Iron Horse Pl,Monticello,61856 8120,217762-7240,"P,K",101,51,13,3
Piatt,Non Pub Sch,39074006Z,26,0,Monticello Christian Academy,Jeanne Shaffer,225 E Livingston St,Monticello,61856 1626,217762-3544,K-8,101,51,13,3
Calhoun,Non Pub Sch,40007002X,10,0,St Mary School,Mrs. Brenda Paynic,PO Box 39,Brussels,62013 0039,618883-2124,"P,1-8",100,50,13,3
Calhoun,Non Pub Sch,40007003X,10,0,St Norbert School,Ms. Rachel Baalman Friedel,401 Vineyard St,Hardin,62047 0620,618576-2514,K-8,100,50,13,3
Greene,Non Pub Sch,40031001X,10,0,St John the Evangelist School,Mrs. Julie Lake,426 3rd St,Carrollton,62016 1319,217942-6814,P-8,100,50,13,3
Jersey,Non Pub Sch,40042002X,10,0,St Francis/Holy Ghost School,Janet Goben,412 S State St,Jerseyville,62052 2240,618498-4910,P-8,100,50,13,3
Macoupin,Non Pub Sch,40056002X,6,0,Zion Lutheran School,David M Manning,220 W Henry St,Staunton,62088 1819,618635-3060,P-8,95,48,13,3
Madison,Non Pub Sch,41057001Z,2,0,Faith Baptist Academy,James L Mueller,3899 S State Route 159,Glen Carbon,62034 3020,618285-6411,U,112,56,13,3
Madison,Non Pub Sch,41057002Z,20,0,Mississippi Valley Christian Sch,Mr. David Schneider,2009 Seminary St,Alton,62002 4775,618462-1071,P-12,111,56,12,3
Madison,Non Pub Sch,41057003X,6,0,Holy Cross Lutheran School,Mrs. Nancy Lochmann,304 South St,Collinsville,62234 2619,618344-3145,P-8,112,56,15,3
Madison,Non Pub Sch,41057004X,16,0,Montessori Childrens House,Mr. Roderick Connell,5800 Godfrey Rd,Godfrey,62035 2426,618467-3154,P-6,111,56,13,3
Madison,Non Pub Sch,41057005Y,10,0,Marquette Catholic High School,Mr. Michael E Slaughter,219 E 4th St,Alton,62002 6242,618463-0580,9-12,111,56,12,3
Madison,Non Pub Sch,41057006X,10,0,St Paul Catholic School,Mrs. Kathy L. Sherman,1416 Main St,Highland,62249 1655,618654-7525,P-8,108,54,15,3
Madison,Non Pub Sch,41057007X,10,0,Our Lady Queen of Peace,Eve Remiszewski,618 N Prairie St,Bethalto,62010 1327,618377-6401,P-8,111,56,12,3
Madison,Non Pub Sch,41057008Z,25,0,Word of Life Christian,Lisa Cochran,4870 Maryville Rd,Granite City,62040 2559,618931-3744,"P,2-6,8-10",111,56,12,3
Madison,Non Pub Sch,41057009X,10,0,St Ambrose School,Ms. Jean Heil,822 W Homer M Adams Pkwy,Godfrey,62035 3335,618466-4216,P-8,111,56,13,3
Madison,Non Pub Sch,41057011X,10,0,St Boniface,Sr. Anna Flanigan,128 N Buchanan St,Edwardsville,62025 1739,618656-6917,P-8,112,56,13,3
Madison,Non Pub Sch,41057012X,10,0,St Elizabeth School,Mrs. Karen Jakich,2300 Pontoon Rd,Granite City,62040 4021,618877-3300,P-8,111,56,12,3
Madison,Non Pub Sch,41057015X,10,0,Holy Family Catholic School,Margaret Holland Pennel,1900 Saint Clair Ave,Granite City,62040 5047,618877-5500,K-8,112,56,12,3
Madison,Non Pub Sch,41057018X,2,0,Maryville Christian School,Mr. Brian Kamadulski,7110 State Route 162,Maryville,62062 8502,618505-7000,K-9,112,56,15,3
Madison,Non Pub Sch,41057020Z,14,0,Rivers of Life Christian School,Pastor Travis Watkins,3131 E 23rd St,Granite City,62040 5913,618797-7933,K-12,112,56,12,3
Madison,Non Pub Sch,41057021Y,1,0,DeWitt Private Academy,Alisa DeWitt,355 Kerns,Worden,62097 1298,618459-3209,9-12,95,48,13,3
Madison,Non Pub Sch,41057023X,6,0,St Paul Lutheran,Dr. Bruce McLaughlin,112 N Border St,Troy,62294 1137,618667-6314,P-8,108,54,15,3
Madison,Non Pub Sch,41057024X,6,0,St Peter Lutheran School,Melissa Burns,7182 Renken Rd,Dorsey,62021 1802,618888-2252,P-8,95,48,13,3
Madison,Non Pub Sch,41057025X,14,0,Kingdom Adventure Center,Djamildo Graham,4064 Oakmont Dr # 4070,Pontoon Beach,62040 4355,618501-4141,P-1,112,56,13,3
Madison,Non Pub Sch,41057026X,10,0,SS Peter and Paul School,Steve Westrick,210 N Morrison Ave,Collinsville,62234 3423,618344-5450,P-8,112,56,13,3
Madison,Non Pub Sch,41057027X,6,0,Trinity Lutheran,Wesley D Jones,600 Water St,Edwardsville,62025 1764,618656-7002,P-8,112,56,13,3
Madison,Non Pub Sch,41057030X,6,0,Zion Lutheran School,Mr. Joseph M. Snyder,625 Church Dr,Bethalto,62010 1830,618377-5507,P-8,111,56,12,3
Madison,Non Pub Sch,41057033X,10,0,St Marys School,Diane Wepking,1802 Madison Ave,Edwardsville,62025 2620,618656-1230,P-8,112,56,13,3
Madison,Non Pub Sch,41057035X,10,0,St Mary,Mrs. Judy Kulp,536 E 3rd St,Alton,62002 6301,618465-8523,P-8,111,56,12,3
Madison,Non Pub Sch,41057036X,16,0,Metro East Montessori School,Ms. Bridget McGuire,4405 State Route 162,Granite City,62040 6412,618931-2508,P-9,112,56,12,3
Madison,Non Pub Sch,41057044Z,2,0,Central Baptist School,Pastor Wayne Musatics,3940 Highway 111,Granite City,62040 4399,618931-0964,"1-6,8-12",111,56,12,3
Madison,Non Pub Sch,41057055S,19,0,Catholic Childrens Home,Mrs. Kimberly Speidel,1400 State St,Alton,62002 3410,618465-3594,2-12,111,56,12,3
Madison,Non Pub Sch,41057056S,19,0,Wm Bedell Achievemnt/Resource Ctr,Gary Osborne,400 S Main St,Wood River,62095 1426,618251-2175,U,111,56,12,3
Madison,Non Pub Sch,41057058X,14,0,Evangelical School,Bill Bishop,1212 W Homer M Adams Pkwy,Godfrey,62035 3344,618466-1599,K-8,111,56,13,3
Madison,Non Pub Sch,41057070Y,6,0,Metro-East Lutheran High School,Dr. Jay Krause,6305 Center Grove Rd,Edwardsville,62025 3317,618656-0043,9-12,112,56,13,3
Madison,Non Pub Sch,41057073X,10,0,St Peter and Paul School,Harry Cavanaugh,801 State St,Alton,62002 6162,618465-8711,K-8,111,56,12,3
Madison,Non Pub Sch,41057074X,10,0,St John Neumann,Laura Kretzer,142 Wilma Dr,Maryville,62062 5435,618345-7230,P-8,112,56,13,3
Madison,Non Pub Sch,41057077Z,20,0,Bethel Christian Academy,Mrs. Ranell S Consiglio,PO Box 87207,South Roxana,62087 7207,618254-0188,P-12,49,25,8,3
Madison,Non Pub Sch,41057078X,6,0,Good Shepherd Lutheran,Robert Mayhew,1300 Belt Line Rd,Collinsville,62234 4373,618344-3153,P-8,112,56,13,3
Madison,Non Pub Sch,41057089Z,1,0,Lahr-Well Academy,Almeda Lahr-Well,903 N 2nd St,Edwardsville,62025 1556,618288-8024,"P-12,U",112,56,13,3
Madison,Non Pub Sch,41057099X,26,0,Gateway Legacy Christian Academy,Ms. Melissa Morrison,97 Oaklawn Dr,Glen Carbon,62034 4067,618288-0452,P-12,112,56,13,3
Madison,Non Pub Sch,41057100X,25,0,New Vision Christian Academy,Tanya Brown,512 Spring St,Alton,62002 6468,618463-1845,P-8,111,56,12,3
Madison,Non Pub Sch,41057101Y,10,0,Father McGivney Catholic H S,Joe Lombardi,7190 Bouse Rd,Glen Carbon,62034 8538,618855-9010,9-12,112,56,13,3
McHenry,Non Pub Sch,44063001X,6,0,Immanuel Lutheran School,Mr. Edward R Bower,300 S Pathway Ct,Crystal Lake,60014 6178,815459-1444,P-8,64,32,6,3
McHenry,Non Pub Sch,44063002Y,6,0,Faith Lutheran High School,Chris Schoenleb,174 S McHenry Ave,Crystal Lake,60014 6007,815479-9305,9-12,64,32,6,3
McHenry,Non Pub Sch,44063003X,10,0,St Peter and Paul,Mrs. Carolyn Strong,416 1st St,Cary,60013 2757,847639-3041,P-8,52,26,6,3
McHenry,Non Pub Sch,44063004X,6,0,St Johns Lutheran School,Mr. Roger Kirsch,300 Jefferson St,Algonquin,60102 2633,847658-9311,P-8,52,26,6,3
McHenry,Non Pub Sch,44063005X,10,0,St Margaret Mary,Mrs. Alison Mallo,119 S Hubbard St,Algonquin,60102 2807,847658-5313,P-8,52,26,6,3
McHenry,Non Pub Sch,44063006X,16,0,Foundations Montessori School,Susan Baroni,2651 W Algonquin Rd,Algonquin,60102 9408,847458-3220,P-6,66,33,6,3
McHenry,Non Pub Sch,44063007X,14,0,St Barnabas Christian Preschool and Kindergarten,Cheryl D Vaughn,8901 Cary Algonquin Rd,Cary,60013 2405,847516-4171,"P,K",52,26,6,3
McHenry,Non Pub Sch,44063009X,10,0,St John The Baptist Catholic Sch,Julie Stark,2304 Church St,Johnsburg,60051 5912,815385-3959,P-8,63,32,14,3
McHenry,Non Pub Sch,44063010X,10,0,Montini Catholic School,Mr. Mike Shukis,1405 N Richmond Rd,McHenry,60050 1459,815385-1022,P-8,63,32,14,3
McHenry,Non Pub Sch,44063014X,10,0,St Mary School,Mr. Vincent Sossong,313 N Tryon St,Woodstock,60098 3242,815338-3598,K-8,63,32,14,3
McHenry,Non Pub Sch,44063015X,6,0,Zion Lutheran School,Dr. Dan J Bertrand,408 Jackson St,Marengo,60152 3204,815568-5156,P-8,63,32,14,3
McHenry,Non Pub Sch,44063016Y,10,0,Marian Central Catholic H S,Mr. Steven Baldwin,1001 McHenry Ave,Woodstock,60098 3035,815338-4220,9-12,63,32,14,3
McHenry,Non Pub Sch,44063017X,10,0,St Thomas The Apostle,Deanne Roy,265 King St,Crystal Lake,60014 5739,815459-0496,K-8,64,32,6,3
McHenry,Non Pub Sch,44063032X,16,0,Crystal Lake Montessori,Ms. Nancy Bauerband,3013 S Country Club Rd,Woodstock,60098 8017,815338-0013,P-8,64,32,14,3
McHenry,Non Pub Sch,44063034X,6,0,Lord and Savior Lutheran,Mr. Joel Moeller,9300 Ridgefield Rd,Crystal Lake,60012 2758,815455-4175,P-8,64,32,14,3
McHenry,Non Pub Sch,44063040X,26,0,Woodstock Christian School,Dorothy S Jones,1201 Dean St,Woodstock,60098 3803,815338-1316,P-8,63,32,14,3
McHenry,Non Pub Sch,44063043X,16,0,Montessori Pathways,Alena Baradzina,133 Illinois St,Crystal Lake,60014 4428,815459-6727,P-6,64,32,14,3
McHenry,Non Pub Sch,44063044X,16,0,Childrens Gate Montessori,Lorrie Hiatt,3419 Walkup Rd,Crystal Lake,60012 1108,815459-2646,"P,K",64,32,14,3
McHenry,Non Pub Sch,44063045X,26,0,Trinity Oaks Christian Academy,Dr. Paul Wrobbel,233 Trinity Oaks Way,Cary,60013 2244,847462-5971,P-12,52,26,6,3
McHenry,Non Pub Sch,44063046X,16,0,McHenry Montessori School,Lori A Lanphier,5213 W Elm St,Mchenry,60050 4026,815344-1015,"P,K",63,32,14,3
McHenry,Non Pub Sch,44063050Y,19,0,Allendale-Stepping Stone West,Lisa West,1055 Lake Ave,Woodstock,60098 7409,815206-5725,7-12,63,32,14,3
McHenry,Non Pub Sch,44063051X,6,0,Zion Lutheran School and Preschool,Carrie L Coats,4206 W Elm St,Mchenry,60050 4001,815385-4488,P-3,63,32,14,3
Monroe,Non Pub Sch,45067001X,10,0,Immaculate Conception,Michael L Kish,321 S Metter Ave,Columbia,62236 2233,618281-5353,P-8,116,58,12,3
Monroe,Non Pub Sch,45067003X,10,0,St Peter and Paul School,Lisa Buchheit,217 W 3rd St,Waterloo,62298 1344,618939-7217,P-8,116,58,12,3
Monroe,Non Pub Sch,45067004Y,10,0,Gibault High School,Russell Hart,501 Columbia Ave,Waterloo,62298 1030,618939-3883,9-12,116,58,12,3
Randolph,Non Pub Sch,45079001Z,26,0,Faith Christian School,Jonathan Brown,PO Box 342,Chester,62233 0342,618318-6861,K-9,116,58,12,3
Randolph,Non Pub Sch,45079002X,6,0,St John Lutheran School,Wendy L Lochhead,302 W Holmes St,Chester,62233 1308,618826-4345,P-8,116,58,12,3
Randolph,Non Pub Sch,45079003X,6,0,St Johns Lutheran School,Deitt Schneider,808 S Main St,Red Bud,62278 1243,618282-3873,P-8,116,58,12,3
Randolph,Non Pub Sch,45079004X,6,0,St Marks Lutheran School,Mr. Larry Allen Luedders,504 N James St,Steeleville,62288 1433,618965-3838,P-8,116,58,12,3
Randolph,Non Pub Sch,45079006X,6,0,Trinity Lutheran School,Mr. John Bione,10247 S Prairie Rd,Red Bud,62278 4611,618282-2881,P-8,116,58,12,3
Randolph,Non Pub Sch,45079009X,10,0,St John the Baptist,Ms. Kristine S Hill,519 Hazel St,Red Bud,62278 1241,618282-3215,P-8,116,58,12,3
Randolph,Non Pub Sch,45079010X,10,0,St Mary School,Janelle Robinson,835 Swanwick St,Chester,62233 1662,618826-3120,P-8,116,58,12,3
Randolph,Non Pub Sch,45079011Y,6,0,Christ Our Savior Lutheran H S,Matthew Foster,810 Soldiers Way,Evansville,62242 0050,618853-7300,9-12,116,58,12,3
Lee,Non Pub Sch,47052001X,10,0,St Anne School,Mrs. Karen Payan,1112 N Brinton Ave,Dixon,61021 1234,815288-5619,P-8,90,45,16,3
Lee,Non Pub Sch,47052003X,10,0,St Mary Elem & Jr High School,Caroline Toppert,704 S Peoria Ave,Dixon,61021 3663,815284-6986,P-8,90,45,16,3
