from_home_rcdts,from_home_school,from_serving_rcdts,from_serving_school,to_home_rcdts,to_home_school,to_home_district,to_serving_rcdts,to_serving_school,to_serving_district,student_id_no,school_year,enrollment_date,exit_date,exit_code,exit_desc
150162990252231,Gresham Elem School,150162990252231,Gresham Elem School,041012050252064,West View Elem School,Rockford SD 205,041012050252064,West View Elem School,Rockford SD 205,4214634,2016,09/03/15,12/17/15,20,Transfer to another public school district IN Illinois
150162990252231,Gresham Elem School,150162990252231,Gresham Elem School,041012050252064,West View Elem School,Rockford SD 205,041012050252064,West View Elem School,Rockford SD 205,4218502,2016,09/03/15,12/17/15,20,Transfer to another public school district IN Illinois
150162990252933,Durkin Park Elem School,150162990252933,Durkin Park Elem School,041012050252064,West View Elem School,Rockford SD 205,041012050252064,West View Elem School,Rockford SD 205,4511561,2016,10/15/15,11/23/15,20,Transfer to another public school district IN Illinois
150162990252204,Fiske Elem School,150162990252204,Fiske Elem School,041012050252067,White Swan Elem School,Rockford SD 205,041012050252067,White Swan Elem School,Rockford SD 205,4482996,2016,11/09/15,02/12/16,20,Transfer to another public school district IN Illinois
150162990252102,Burbank Elem School,150162990252102,Burbank Elem School,041012050252066,Whitehead Elem School,Rockford SD 205,041012050252066,Whitehead Elem School,Rockford SD 205,3711271,2016,09/10/15,06/22/16,20,Transfer to another public school district IN Illinois
150162990252357,Morrill Elem Math & Sci School,150162990252357,Morrill Elem Math & Sci School,041012050252066,Whitehead Elem School,Rockford SD 205,041012050252066,Whitehead Elem School,Rockford SD 205,4491895,2016,09/18/15,10/07/15,20,Transfer to another public school district IN Illinois
150162990252363,Mozart Elem School,150162990252363,Mozart Elem School,041012050252046,Wm Nashold Elem School,Rockford SD 205,041012050252046,Wm Nashold Elem School,Rockford SD 205,4491312,2016,09/16/15,12/08/15,20,Transfer to another public school district IN Illinois
150162990252088,Bond Elem School,150162990252088,Bond Elem School,041012050252059,A C Thompson Elem School,Rockford SD 205,041012050252059,A C Thompson Elem School,Rockford SD 205,4546091,2017,01/03/17,05/05/17,20,Transfer to another public school district IN Illinois
150162990252462,Spencer Technology Acad Elem Sch,150162990252462,Spencer Technology Acad Elem Sch,041012050251009,Abraham Lincoln Middle School,Rockford SD 205,041012050251009,Abraham Lincoln Middle School,Rockford SD 205,2648354,2017,09/06/16,10/03/16,20,Transfer to another public school district IN Illinois
150162990252090,Bradwell Comm Arts & Sci Elem Sch,150162990252090,Bradwell Comm Arts & Sci Elem Sch,041012050251009,Abraham Lincoln Middle School,Rockford SD 205,041012050251009,Abraham Lincoln Middle School,Rockford SD 205,3576093,2017,09/13/16,11/03/16,20,Transfer to another public school district IN Illinois
150162990252850,Albany Park Multicultural Elem,150162990252850,Albany Park Multicultural Elem,041012050251009,Abraham Lincoln Middle School,Rockford SD 205,041012050251009,Abraham Lincoln Middle School,Rockford SD 205,4397782,2017,08/18/16,10/14/16,20,Transfer to another public school district IN Illinois
150162990252636,Hay Elem Community Academy,150162990252636,Hay Elem Community Academy,041012050252027,Arthur Froberg Elem School,Rockford SD 205,041012050252027,Arthur Froberg Elem School,Rockford SD 205,4467034,2017,09/07/16,05/03/17,20,Transfer to another public school district IN Illinois
150162990252102,Burbank Elem School,150162990252102,Burbank Elem School,041012050252027,Arthur Froberg Elem School,Rockford SD 205,041012050252027,Arthur Froberg Elem School,Rockford SD 205,4491206,2017,09/02/16,11/17/16,20,Transfer to another public school district IN Illinois
150162990252102,Burbank Elem School,150162990252102,Burbank Elem School,041012050252027,Arthur Froberg Elem School,Rockford SD 205,041012050252027,Arthur Froberg Elem School,Rockford SD 205,4491312,2017,09/06/16,11/17/16,20,Transfer to another public school district IN Illinois
15016299025006C,Noble Street Charter Schools,15016299025006C,Noble Street Charter Schools,041012050250001,Auburn High School,Rockford SD 205,041012050250001,Auburn High School,Rockford SD 205,2386749,2017,08/22/16,01/27/17,20,Transfer to another public school district IN Illinois
15016299025006C,Noble Street Charter Schools,15016299025006C,Noble Street Charter Schools,041012050250001,Auburn High School,Rockford SD 205,041012050250001,Auburn High School,Rockford SD 205,2430509,2017,08/24/16,11/16/16,20,Transfer to another public school district IN Illinois
150162990250025,Kenwood Academy High School,150162990250025,Kenwood Academy High School,041012050250001,Auburn High School,Rockford SD 205,041012050250001,Auburn High School,Rockford SD 205,2618024,2017,09/06/16,04/03/17,20,Transfer to another public school district IN Illinois
150162990250856,Williams Medical Prep High Sch,150162990250856,Williams Medical Prep High Sch,041012050250001,Auburn High School,Rockford SD 205,041012050250001,Auburn High School,Rockford SD 205,2640489,2017,09/02/16,02/16/17,20,Transfer to another public school district IN Illinois
150162990250024,Kennedy High School,150162990250024,Kennedy High School,041012050250001,Auburn High School,Rockford SD 205,041012050250001,Auburn High School,Rockford SD 205,2640767,2017,09/01/16,06/21/17,20,Transfer to another public school district IN Illinois
150162990250799,Hope College Prep High School,150162990250799,Hope College Prep High School,041012050250001,Auburn High School,Rockford SD 205,041012050250001,Auburn High School,Rockford SD 205,2649454,2017,09/19/16,12/04/16,20,Transfer to another public school district IN Illinois
150162990252452,Mireles Elem Academy,150162990252452,Mireles Elem Academy,041012050250001,Auburn High School,Rockford SD 205,041012050250001,Auburn High School,Rockford SD 205,2649697,2017,09/06/16,12/02/16,20,Transfer to another public school district IN Illinois
150162990252090,Bradwell Comm Arts & Sci Elem Sch,150162990252090,Bradwell Comm Arts & Sci Elem Sch,041012050250001,Auburn High School,Rockford SD 205,041012050250001,Auburn High School,Rockford SD 205,2650979,2017,09/06/16,03/31/17,20,Transfer to another public school district IN Illinois
150162990252392,Parker Elem Community Academy,150162990252392,Parker Elem Community Academy,041012050250001,Auburn High School,Rockford SD 205,041012050250001,Auburn High School,Rockford SD 205,2680951,2017,09/06/16,03/31/17,20,Transfer to another public school district IN Illinois
150162990252908,West Park Elem Academy,150162990252908,West Park Elem Academy,041012050250001,Auburn High School,Rockford SD 205,041012050250001,Auburn High School,Rockford SD 205,2681499,2017,09/06/16,02/24/17,20,Transfer to another public school district IN Illinois
150162990250824,Bowen High School,150162990250537,Simeon Career Academy High School,041012050250001,Auburn High School,Rockford SD 205,041012050250001,Auburn High School,Rockford SD 205,2751588,2017,07/01/16,03/14/17,20,Transfer to another public school district IN Illinois
150162990252220,Goethe Elem School,150162990252220,Goethe Elem School,041012050251008,Bernard W Flinn Middle School,Rockford SD 205,041012050251008,Bernard W Flinn Middle School,Rockford SD 205,2848642,2017,09/06/16,06/14/17,20,Transfer to another public school district IN Illinois
150162990252968,Shields Middle School,150162990252968,Shields Middle School,041012050251008,Bernard W Flinn Middle School,Rockford SD 205,041012050251008,Bernard W Flinn Middle School,Rockford SD 205,3048887,2017,09/06/16,06/20/17,20,Transfer to another public school district IN Illinois
150162990252134,Clinton Elem School,150162990252134,Clinton Elem School,041012050251008,Bernard W Flinn Middle School,Rockford SD 205,041012050251008,Bernard W Flinn Middle School,Rockford SD 205,3568704,2017,09/06/16,11/02/16,20,Transfer to another public school district IN Illinois
150162990252375,Nobel Elem School,150162990252375,Nobel Elem School,041012050252016,Beyer Elem School,Rockford SD 205,041012050252016,Beyer Elem School,Rockford SD 205,3356767,2017,09/06/16,12/02/16,20,Transfer to another public school district IN Illinois
150162990252375,Nobel Elem School,150162990252375,Nobel Elem School,041012050252016,Beyer Elem School,Rockford SD 205,041012050252016,Beyer Elem School,Rockford SD 205,3870414,2017,09/06/16,12/02/16,20,Transfer to another public school district IN Illinois
150162990252263,Herzl Elem School,150162990252263,Herzl Elem School,041012050252016,Beyer Elem School,Rockford SD 205,041012050252016,Beyer Elem School,Rockford SD 205,4341731,2017,01/19/17,02/07/17,20,Transfer to another public school district IN Illinois
150162990252877,McAuliffe Elem School,150162990252877,McAuliffe Elem School,041012050252017,C Henry Bloom Elem School,Rockford SD 205,041012050252017,C Henry Bloom Elem School,Rockford SD 205,4314900,2017,07/19/16,06/21/17,20,Transfer to another public school district IN Illinois
150162990252265,Hibbard Elem School,150162990252265,Hibbard Elem School,041012050252017,C Henry Bloom Elem School,Rockford SD 205,041012050252017,C Henry Bloom Elem School,Rockford SD 205,4446879,2017,08/11/16,10/14/16,20,Transfer to another public school district IN Illinois
150162990252877,McAuliffe Elem School,150162990252877,McAuliffe Elem School,041012050252017,C Henry Bloom Elem School,Rockford SD 205,041012050252017,C Henry Bloom Elem School,Rockford SD 205,4479055,2017,09/06/16,06/21/17,20,Transfer to another public school district IN Illinois
150162990252110,Brunson Math & Sci Specialty Elem,150162990252110,Brunson Math & Sci Specialty Elem,041012050252019,Clifford P Carlson Elem School,Rockford SD 205,041012050252019,Clifford P Carlson Elem School,Rockford SD 205,3875349,2017,09/06/16,02/07/17,20,Transfer to another public school district IN Illinois
150162990252110,Brunson Math & Sci Specialty Elem,150162990252110,Brunson Math & Sci Specialty Elem,041012050252019,Clifford P Carlson Elem School,Rockford SD 205,041012050252019,Clifford P Carlson Elem School,Rockford SD 205,4081620,2017,09/06/16,02/07/17,20,Transfer to another public school district IN Illinois
150162990252054,Aldridge Elem School,150162990252054,Aldridge Elem School,041012050252022,Conklin Elem School,Rockford SD 205,041012050252022,Conklin Elem School,Rockford SD 205,4082696,2017,09/13/16,05/29/17,20,Transfer to another public school district IN Illinois
150162990252097,Brown  W Elem School,150162990252097,Brown  W Elem School,041012050252022,Conklin Elem School,Rockford SD 205,041012050252022,Conklin Elem School,Rockford SD 205,4726486,2017,05/01/17,05/24/17,20,Transfer to another public school district IN Illinois
150162990252965,West Ridge Elem School,150162990252965,West Ridge Elem School,041012050251006,Eisenhower Middle School,Rockford SD 205,041012050251006,Eisenhower Middle School,Rockford SD 205,3032714,2017,08/23/16,05/29/17,20,Transfer to another public school district IN Illinois
150162990252187,Ellington Elem School,150162990252187,Ellington Elem School,041012050251006,Eisenhower Middle School,Rockford SD 205,041012050251006,Eisenhower Middle School,Rockford SD 205,3924543,2017,09/06/16,11/09/16,20,Transfer to another public school district IN Illinois
150162990252090,Bradwell Comm Arts & Sci Elem Sch,150162990252090,Bradwell Comm Arts & Sci Elem Sch,041012050252024,Ellis Arts Academy,Rockford SD 205,041012050252024,Ellis Arts Academy,Rockford SD 205,3599572,2017,09/06/16,06/21/17,20,Transfer to another public school district IN Illinois
150162990252807,Randolph Elem School,150162990252807,Randolph Elem School,041012050252024,Ellis Arts Academy,Rockford SD 205,041012050252024,Ellis Arts Academy,Rockford SD 205,3618914,2017,10/31/16,12/05/16,20,Transfer to another public school district IN Illinois
150162990252153,Deneen Elem School,150162990252153,Deneen Elem School,041012050252024,Ellis Arts Academy,Rockford SD 205,041012050252024,Ellis Arts Academy,Rockford SD 205,3622849,2017,09/06/16,02/09/17,20,Transfer to another public school district IN Illinois
150162990252452,Mireles Elem Academy,150162990252452,Mireles Elem Academy,041012050252024,Ellis Arts Academy,Rockford SD 205,041012050252024,Ellis Arts Academy,Rockford SD 205,3690912,2017,09/06/16,12/02/16,20,Transfer to another public school district IN Illinois
150162990252346,McKay Elem School,150162990252346,McKay Elem School,041012050252024,Ellis Arts Academy,Rockford SD 205,041012050252024,Ellis Arts Academy,Rockford SD 205,3709504,2017,09/06/16,05/22/17,20,Transfer to another public school district IN Illinois
150162990252068,Barton Elem School,150162990252068,Barton Elem School,041012050252024,Ellis Arts Academy,Rockford SD 205,041012050252024,Ellis Arts Academy,Rockford SD 205,3850919,2017,09/06/16,01/23/17,20,Transfer to another public school district IN Illinois
150162990252090,Bradwell Comm Arts & Sci Elem Sch,150162990252090,Bradwell Comm Arts & Sci Elem Sch,041012050252024,Ellis Arts Academy,Rockford SD 205,041012050252024,Ellis Arts Academy,Rockford SD 205,3854269,2017,09/06/16,03/31/17,20,Transfer to another public school district IN Illinois
150162990252294,Kershaw Elem School,150162990252294,Kershaw Elem School,041012050252024,Ellis Arts Academy,Rockford SD 205,041012050252024,Ellis Arts Academy,Rockford SD 205,3875810,2017,09/06/16,03/07/17,20,Transfer to another public school district IN Illinois
150162990252374,Nixon Elem School,150162990252374,Nixon Elem School,041012050252024,Ellis Arts Academy,Rockford SD 205,041012050252024,Ellis Arts Academy,Rockford SD 205,3900072,2017,09/06/16,06/02/17,20,Transfer to another public school district IN Illinois
150162990252190,Ericson Elem Scholastic Academy,150162990252190,Ericson Elem Scholastic Academy,041012050252024,Ellis Arts Academy,Rockford SD 205,041012050252024,Ellis Arts Academy,Rockford SD 205,3905280,2017,09/06/16,06/29/17,20,Transfer to another public school district IN Illinois
150162990252452,Mireles Elem Academy,150162990252452,Mireles Elem Academy,041012050252024,Ellis Arts Academy,Rockford SD 205,041012050252024,Ellis Arts Academy,Rockford SD 205,3929645,2017,09/06/16,12/02/16,20,Transfer to another public school district IN Illinois
150162990252090,Bradwell Comm Arts & Sci Elem Sch,150162990252090,Bradwell Comm Arts & Sci Elem Sch,041012050252024,Ellis Arts Academy,Rockford SD 205,041012050252024,Ellis Arts Academy,Rockford SD 205,4079166,2017,09/06/16,03/31/17,20,Transfer to another public school district IN Illinois
150162990252484,Thorp  J N Elem School,150162990252484,Thorp  J N Elem School,041012050252024,Ellis Arts Academy,Rockford SD 205,041012050252024,Ellis Arts Academy,Rockford SD 205,4080001,2017,09/06/16,09/06/16,20,Transfer to another public school district IN Illinois
150162990252090,Bradwell Comm Arts & Sci Elem Sch,150162990252090,Bradwell Comm Arts & Sci Elem Sch,041012050252024,Ellis Arts Academy,Rockford SD 205,041012050252024,Ellis Arts Academy,Rockford SD 205,4085010,2017,09/06/16,06/21/17,20,Transfer to another public school district IN Illinois
150162990252068,Barton Elem School,150162990252068,Barton Elem School,041012050252024,Ellis Arts Academy,Rockford SD 205,041012050252024,Ellis Arts Academy,Rockford SD 205,4256156,2017,09/06/16,01/23/17,20,Transfer to another public school district IN Illinois
150162990252437,Ashe Elem School,150162990252437,Ashe Elem School,041012050252024,Ellis Arts Academy,Rockford SD 205,041012050252024,Ellis Arts Academy,Rockford SD 205,4257720,2017,09/08/16,02/10/17,20,Transfer to another public school district IN Illinois
150162990252785,Powell Elem Paideia Comm Academy,150162990252785,Powell Elem Paideia Comm Academy,041012050252024,Ellis Arts Academy,Rockford SD 205,041012050252024,Ellis Arts Academy,Rockford SD 205,4305308,2017,09/26/16,12/08/16,20,Transfer to another public school district IN Illinois
150162990252153,Deneen Elem School,150162990252153,Deneen Elem School,041012050252024,Ellis Arts Academy,Rockford SD 205,041012050252024,Ellis Arts Academy,Rockford SD 205,4465457,2017,07/19/16,02/09/17,20,Transfer to another public school district IN Illinois
150162990252354,Mollison Elem School,150162990252354,Mollison Elem School,041012050252024,Ellis Arts Academy,Rockford SD 205,041012050252024,Ellis Arts Academy,Rockford SD 205,4487990,2017,01/26/17,03/24/17,20,Transfer to another public school district IN Illinois
150162990252921,Courtenay Elem Language Arts Ctr,150162990252921,Courtenay Elem Language Arts Ctr,041012050252024,Ellis Arts Academy,Rockford SD 205,041012050252024,Ellis Arts Academy,Rockford SD 205,4645671,2017,01/10/17,03/14/17,20,Transfer to another public school district IN Illinois
15016299025233C,Montessori of Englewood Chtr ES,15016299025233C,Montessori of Englewood Chtr ES,041012050252024,Ellis Arts Academy,Rockford SD 205,041012050252024,Ellis Arts Academy,Rockford SD 205,4658175,2017,09/02/16,11/15/16,20,Transfer to another public school district IN Illinois
150162990252090,Bradwell Comm Arts & Sci Elem Sch,150162990252090,Bradwell Comm Arts & Sci Elem Sch,041012050252024,Ellis Arts Academy,Rockford SD 205,041012050252024,Ellis Arts Academy,Rockford SD 205,4659741,2017,09/07/16,06/21/17,20,Transfer to another public school district IN Illinois
150162990252135,Clissold Elem School,150162990252135,Clissold Elem School,041012050252024,Ellis Arts Academy,Rockford SD 205,041012050252024,Ellis Arts Academy,Rockford SD 205,4695219,2017,11/10/16,12/15/16,20,Transfer to another public school district IN Illinois
150162990252136,Coles Elem Language Academy,150162990252136,Coles Elem Language Academy,041012050252024,Ellis Arts Academy,Rockford SD 205,041012050252024,Ellis Arts Academy,Rockford SD 205,4718655,2017,12/05/16,05/01/17,20,Transfer to another public school district IN Illinois
150162990252354,Mollison Elem School,150162990252354,Mollison Elem School,041012050252024,Ellis Arts Academy,Rockford SD 205,041012050252024,Ellis Arts Academy,Rockford SD 205,4722022,2017,09/08/16,10/31/16,3,Transfer to Home Schooled
150162990253226,Kenyattas Day Care Center,150162990253226,Kenyattas Day Care Center,041012050252024,Ellis Arts Academy,Rockford SD 205,041012050252024,Ellis Arts Academy,Rockford SD 205,4728453,2017,12/14/16,01/19/17,20,Transfer to another public school district IN Illinois
150162990252110,Brunson Math & Sci Specialty Elem,150162990252110,Brunson Math & Sci Specialty Elem,04101205025202C,Galapagos Rockford Charter Sch,Rockford SD 205,04101205025202C,Galapagos Rockford Charter Sch,Rockford SD 205,3696103,2017,10/31/16,11/22/16,20,Transfer to another public school district IN Illinois
15016299025208C,LEARN Charter Schools,15016299025208C,LEARN Charter Schools,04101205025202C,Galapagos Rockford Charter Sch,Rockford SD 205,04101205025202C,Galapagos Rockford Charter Sch,Rockford SD 205,4078793,2017,08/08/16,02/09/17,20,Transfer to another public school district IN Illinois
150162990252309,Lawndale Elem Community Academy,150162990252309,Lawndale Elem Community Academy,04101205025202C,Galapagos Rockford Charter Sch,Rockford SD 205,04101205025202C,Galapagos Rockford Charter Sch,Rockford SD 205,4297625,2017,09/06/16,12/23/16,20,Transfer to another public school district IN Illinois
150162990252766,Till Elem Math & Science Academy,150162990252766,Till Elem Math & Science Academy,041012050252029,Gregory Elem School,Rockford SD 205,041012050252029,Gregory Elem School,Rockford SD 205,4611490,2017,01/20/17,02/06/17,20,Transfer to another public school district IN Illinois
150162990252129,Chappell Elem School,150162990252129,Chappell Elem School,041012050250003,Guilford High School,Rockford SD 205,041012050250003,Guilford High School,Rockford SD 205,1434632,2017,07/19/16,12/22/16,20,Transfer to another public school district IN Illinois
150162990252823,Ninos Heroes Elem Academic Ctr,150162990252823,Ninos Heroes Elem Academic Ctr,041012050250003,Guilford High School,Rockford SD 205,041012050250003,Guilford High School,Rockford SD 205,2100612,2017,12/19/16,04/17/17,20,Transfer to another public school district IN Illinois
150162990250041,Steinmetz College Prep HS,150162990250041,Steinmetz College Prep HS,041012050250003,Guilford High School,Rockford SD 205,041012050250003,Guilford High School,Rockford SD 205,2352444,2017,09/06/16,09/30/16,20,Transfer to another public school district IN Illinois
150162990250844,Austin College and Career Academy High School,150162990250844,Austin College and Career Academy High School,041012050250003,Guilford High School,Rockford SD 205,041012050250003,Guilford High School,Rockford SD 205,2382339,2017,09/19/16,10/31/16,20,Transfer to another public school district IN Illinois
150162990250859,Solorio Academy High School,150162990250859,Solorio Academy High School,041012050250003,Guilford High School,Rockford SD 205,041012050250003,Guilford High School,Rockford SD 205,2398968,2017,09/06/16,06/21/17,20,Transfer to another public school district IN Illinois
15016299025003C,Perspectives Charter High School,15016299025003C,Perspectives Charter High School,041012050250003,Guilford High School,Rockford SD 205,041012050250003,Guilford High School,Rockford SD 205,2441590,2017,08/22/16,06/21/17,20,Transfer to another public school district IN Illinois
15016299025232C,Catalyst Charter - Maria ES,15016299025232C,Catalyst Charter - Maria ES,041012050250003,Guilford High School,Rockford SD 205,041012050250003,Guilford High School,Rockford SD 205,2467814,2017,10/24/16,06/21/17,20,Transfer to another public school district IN Illinois
150162990250847,Orr Academy High School,150162990250847,Orr Academy High School,041012050250003,Guilford High School,Rockford SD 205,041012050250003,Guilford High School,Rockford SD 205,2623509,2017,09/06/16,06/21/17,20,Transfer to another public school district IN Illinois
150162990252525,Young Elem School,150162990252525,Young Elem School,041012050250003,Guilford High School,Rockford SD 205,041012050250003,Guilford High School,Rockford SD 205,2666116,2017,09/06/16,09/23/16,20,Transfer to another public school district IN Illinois
150162990250841,Collins Academy High School,150162990250841,Collins Academy High School,041012050250003,Guilford High School,Rockford SD 205,041012050250003,Guilford High School,Rockford SD 205,2691627,2017,09/06/16,10/31/16,20,Transfer to another public school district IN Illinois
15016299025234C,KIPP Chicago Charter Schools,15016299025234C,KIPP Chicago Charter Schools,04101205025203C,Jackson Charter School,Rockford SD 205,04101205025203C,Jackson Charter School,Rockford SD 205,3354914,2017,02/07/17,06/09/17,20,Transfer to another public school district IN Illinois
150162990252804,Metcalfe Elem Community Academy,150162990252804,Metcalfe Elem Community Academy,04101205025203C,Jackson Charter School,Rockford SD 205,04101205025203C,Jackson Charter School,Rockford SD 205,3923249,2017,09/16/16,12/23/16,20,Transfer to another public school district IN Illinois
150162990252209,Fuller Elem School,150162990252209,Fuller Elem School,04101205025203C,Jackson Charter School,Rockford SD 205,04101205025203C,Jackson Charter School,Rockford SD 205,4215201,2017,01/09/17,02/21/17,20,Transfer to another public school district IN Illinois
150162990250029,Marshall Metropolitan High School,150162990253800,Ombudsman Chicago HS,041012050250004,Jefferson High School,Rockford SD 205,041012050250004,Jefferson High School,Rockford SD 205,1528733,2017,09/06/16,02/22/17,20,Transfer to another public school district IN Illinois
150162990250827,Clark Acad Prep Magnet High Schl,150162990250827,Clark Acad Prep Magnet High Schl,041012050250004,Jefferson High School,Rockford SD 205,041012050250004,Jefferson High School,Rockford SD 205,2387364,2017,09/06/16,01/09/17,4,Transfer to Private School
150162990250014,Back of The Yards IB HS,150162990250014,Back of The Yards IB HS,041012050250004,Jefferson High School,Rockford SD 205,041012050250004,Jefferson High School,Rockford SD 205,2408054,2017,09/06/16,03/29/17,20,Transfer to another public school district IN Illinois
150162990250022,Kelly High School,150162990250022,Kelly High School,041012050250004,Jefferson High School,Rockford SD 205,041012050250004,Jefferson High School,Rockford SD 205,2423544,2017,09/27/16,04/19/17,20,Transfer to another public school district IN Illinois
150162990250827,Clark Acad Prep Magnet High Schl,150162990250827,Clark Acad Prep Magnet High Schl,041012050250004,Jefferson High School,Rockford SD 205,041012050250004,Jefferson High School,Rockford SD 205,2640718,2017,09/12/16,04/27/17,20,Transfer to another public school district IN Illinois
15016299025006C,Noble Street Charter Schools,15016299025006C,Noble Street Charter Schools,041012050250004,Jefferson High School,Rockford SD 205,041012050250004,Jefferson High School,Rockford SD 205,2648659,2017,07/01/16,06/21/17,20,Transfer to another public school district IN Illinois
150162990252223,Goudy Technology Academy,150162990252223,Goudy Technology Academy,041012050250004,Jefferson High School,Rockford SD 205,041012050250004,Jefferson High School,Rockford SD 205,2855788,2017,01/09/17,06/21/17,20,Transfer to another public school district IN Illinois
150162990250001,Amundsen High School,150162990250001,Amundsen High School,041012050250004,Jefferson High School,Rockford SD 205,041012050250004,Jefferson High School,Rockford SD 205,3040551,2017,09/06/16,06/21/17,20,Transfer to another public school district IN Illinois
150162990250035,Roosevelt High School,150162990250035,Roosevelt High School,041012050250004,Jefferson High School,Rockford SD 205,041012050250004,Jefferson High School,Rockford SD 205,3041494,2017,07/01/16,06/21/17,20,Transfer to another public school district IN Illinois
150162990252257,Hefferan Elem School,150162990252257,Hefferan Elem School,041012050252047,John Nelson Elem School,Rockford SD 205,041012050252047,John Nelson Elem School,Rockford SD 205,3460401,2017,09/06/16,03/01/17,20,Transfer to another public school district IN Illinois
150162990252257,Hefferan Elem School,150162990252257,Hefferan Elem School,041012050252047,John Nelson Elem School,Rockford SD 205,041012050252047,John Nelson Elem School,Rockford SD 205,4107271,2017,09/06/16,03/01/17,20,Transfer to another public school district IN Illinois
150162990252292,Jungman Elem School,150162990252292,Jungman Elem School,041012050252047,John Nelson Elem School,Rockford SD 205,041012050252047,John Nelson Elem School,Rockford SD 205,4306287,2017,09/07/16,05/22/17,20,Transfer to another public school district IN Illinois
150162990252402,Pershing Elem Humanities Magnet,150162990252402,Pershing Elem Humanities Magnet,041012050252047,John Nelson Elem School,Rockford SD 205,041012050252047,John Nelson Elem School,Rockford SD 205,4409355,2017,08/09/16,01/10/17,20,Transfer to another public school district IN Illinois
150162990252292,Jungman Elem School,150162990252292,Jungman Elem School,041012050252047,John Nelson Elem School,Rockford SD 205,041012050252047,John Nelson Elem School,Rockford SD 205,4482976,2017,09/06/16,05/19/17,20,Transfer to another public school district IN Illinois
150162990252257,Hefferan Elem School,150162990252257,Hefferan Elem School,041012050252047,John Nelson Elem School,Rockford SD 205,041012050252047,John Nelson Elem School,Rockford SD 205,4485951,2017,09/02/16,03/01/17,20,Transfer to another public school district IN Illinois
150162990252714,Leland Elem School,150162990252714,Leland Elem School,041012050252047,John Nelson Elem School,Rockford SD 205,041012050252047,John Nelson Elem School,Rockford SD 205,4710595,2017,09/09/16,03/25/17,3,Transfer to Home Schooled
150162990252155,Chopin Elem School,150162990252155,Chopin Elem School,041012050252041,Julia Lathrop Elem School,Rockford SD 205,041012050252041,Julia Lathrop Elem School,Rockford SD 205,3646132,2017,07/28/16,02/20/17,20,Transfer to another public school district IN Illinois
150162990252356,Moos Elem School,150162990252356,Moos Elem School,041012050251010,Kennedy Middle School,Rockford SD 205,041012050251010,Kennedy Middle School,Rockford SD 205,2674481,2017,01/10/17,02/24/17,20,Transfer to another public school district IN Illinois
150162990252356,Moos Elem School,150162990252356,Moos Elem School,041012050251010,Kennedy Middle School,Rockford SD 205,041012050251010,Kennedy Middle School,Rockford SD 205,2674507,2017,01/10/17,02/24/17,20,Transfer to another public school district IN Illinois
150162990252187,Ellington Elem School,150162990252187,Ellington Elem School,041012050251010,Kennedy Middle School,Rockford SD 205,041012050251010,Kennedy Middle School,Rockford SD 205,2684600,2017,09/06/16,02/05/17,20,Transfer to another public school district IN Illinois
150162990252118,Cameron Elem School,150162990252118,Cameron Elem School,041012050251010,Kennedy Middle School,Rockford SD 205,041012050251010,Kennedy Middle School,Rockford SD 205,2698766,2017,07/19/16,02/27/17,20,Transfer to another public school district IN Illinois
150162990252452,Mireles Elem Academy,150162990252452,Mireles Elem Academy,041012050251010,Kennedy Middle School,Rockford SD 205,041012050251010,Kennedy Middle School,Rockford SD 205,2989471,2017,09/06/16,12/02/16,20,Transfer to another public school district IN Illinois
150162990252122,Carroll Elem School,150162990252122,Carroll Elem School,041012050251010,Kennedy Middle School,Rockford SD 205,041012050251010,Kennedy Middle School,Rockford SD 205,3045724,2017,09/06/16,06/21/17,20,Transfer to another public school district IN Illinois
150162990252775,Joplin Elem School,150162990252775,Joplin Elem School,041012050251010,Kennedy Middle School,Rockford SD 205,041012050251010,Kennedy Middle School,Rockford SD 205,3127104,2017,09/06/16,06/02/17,20,Transfer to another public school district IN Illinois
150162990252634,McNair Elem School,150162990252634,McNair Elem School,041012050251010,Kennedy Middle School,Rockford SD 205,041012050251010,Kennedy Middle School,Rockford SD 205,3142805,2017,09/02/16,10/12/16,20,Transfer to another public school district IN Illinois
150162990252311,Lewis Elem School,150162990252311,Lewis Elem School,041012050251010,Kennedy Middle School,Rockford SD 205,041012050251010,Kennedy Middle School,Rockford SD 205,3365353,2017,09/06/16,10/28/16,20,Transfer to another public school district IN Illinois
150162990252072,Nicholson Technology Acad Elem Sch,150162990252072,Nicholson Technology Acad Elem Sch,041012050251010,Kennedy Middle School,Rockford SD 205,041012050251010,Kennedy Middle School,Rockford SD 205,3488420,2017,04/18/17,06/21/17,20,Transfer to another public school district IN Illinois
150162990252634,McNair Elem School,150162990252634,McNair Elem School,041012050251010,Kennedy Middle School,Rockford SD 205,041012050251010,Kennedy Middle School,Rockford SD 205,3573676,2017,09/06/16,10/14/16,20,Transfer to another public school district IN Illinois
150162990252100,Bouchet Elem Math & Science Acad,150162990252100,Bouchet Elem Math & Science Acad,041012050251010,Kennedy Middle School,Rockford SD 205,041012050251010,Kennedy Middle School,Rockford SD 205,3573876,2017,09/06/16,02/16/17,20,Transfer to another public school district IN Illinois
150162990252068,Barton Elem School,150162990252068,Barton Elem School,041012050251010,Kennedy Middle School,Rockford SD 205,041012050251010,Kennedy Middle School,Rockford SD 205,3575165,2017,09/06/16,01/23/17,20,Transfer to another public school district IN Illinois
